Company_Name	Industry	Symbol	Series	ISIN_Code
Mazagoan_Dock_Shipbuilders_Ltd.	Capital_Goods	MAZDOCK	EQ	INE249Z01012
Medplus_Health_Services_Ltd.	Consumer_Services	MEDPLUS	EQ	INE804L01022
Metro_Brands_Ltd.	Consumer_Durables	METROBRAND	EQ	INE317I01021
Metropolis_Healthcare_Ltd.	Healthcare	METROPOLIS	EQ	INE112L01020
Minda_Corporation_Ltd.	Automobile_and_Auto_Components	MINDACORP	EQ	INE842C01021
Motherson_Sumi_Wiring_India_Ltd.	Automobile_and_Auto_Components	MSUMI	EQ	INE0FS801015
Motilal_Oswal_Financial_Services_Ltd.	Financial_Services	MOTILALOFS	EQ	INE338I01027
MphasiS_Ltd.	Information_Technology	MPHASIS	EQ	INE356A01018
Multi_Commodity_Exchange_of_India_Ltd.	Financial_Services	MCX	EQ	INE745G01035
Muthoot_Finance_Ltd.	Financial_Services	MUTHOOTFIN	EQ	INE414G01012
NATCO_Pharma_Ltd.	Healthcare	NATCOPHARM	EQ	INE987B01026
NBCC_(India)_Ltd.	Construction	NBCC	EQ	INE095N01031
NCC_Ltd.	Construction	NCC	EQ	INE868B01028
NHPC_Ltd.	Power	NHPC	EQ	INE848E01016
NLC_India_Ltd.	Power	NLCINDIA	EQ	INE589A01014
NMDC_Ltd.	Metals_&_Mining	NMDC	EQ	INE584A01023
NMDC_Steel_Ltd.	Metals_&_Mining	NSLNISP	EQ	INE0NNS01018
NTPC_Ltd.	Power	NTPC	EQ	INE733E01010
Narayana_Hrudayalaya_Ltd.	Healthcare	NH	EQ	INE410P01011
National_Aluminium_Co._Ltd.	Metals_&_Mining	NATIONALUM	EQ	INE139A01034
Navin_Fluorine_International_Ltd.	Chemicals	NAVINFLUOR	EQ	INE048G01026
Nestle_India_Ltd.	Fast_Moving_Consumer_Goods	NESTLEIND	EQ	INE239A01024
Network18_Media_&_Investments_Ltd.	Media_Entertainment_&_Publication	NETWORK18	EQ	INE870H01013
Nippon_Life_India_Asset_Management_Ltd.	Financial_Services	NAM-INDIA	EQ	INE298J01013
Nuvama_Wealth_Management_Ltd.	Financial_Services	NUVAMA	EQ	INE531F01015
Nuvoco_Vistas_Corporation_Ltd.	Construction_Materials	NUVOCO	EQ	INE118D01016
Oberoi_Realty_Ltd.	Realty	OBEROIRLTY	EQ	INE093I01010
Oil_&_Natural_Gas_Corporation_Ltd.	Oil_Gas_&_Consumable_Fuels	ONGC	EQ	INE213A01029
Oil_India_Ltd.	Oil_Gas_&_Consumable_Fuels	OIL	EQ	INE274J01014
Olectra_Greentech_Ltd.	Automobile_and_Auto_Components	OLECTRA	EQ	INE260D01016
One_97_Communications_Ltd.	Financial_Services	PAYTM	EQ	INE982J01020
Oracle_Financial_Services_Software_Ltd.	Information_Technology	OFSS	EQ	INE881D01027
PB_Fintech_Ltd.	Financial_Services	POLICYBZR	EQ	INE417T01026
PCBL_Ltd.	Chemicals	PCBL	EQ	INE602A01031
PI_Industries_Ltd.	Chemicals	PIIND	EQ	INE603J01030
PNB_Housing_Finance_Ltd.	Financial_Services	PNBHOUSING	EQ	INE572E01012
PNC_Infratech_Ltd.	Construction	PNCINFRA	EQ	INE195J01029
PVR_INOX_Ltd.	Media_Entertainment_&_Publication	PVRINOX	EQ	INE191H01014
Page_Industries_Ltd.	Textiles	PAGEIND	EQ	INE761H01022
Patanjali_Foods_Ltd.	Fast_Moving_Consumer_Goods	PATANJALI	EQ	INE619A01035
Persistent_Systems_Ltd.	Information_Technology	PERSISTENT	EQ	INE262H01021
Petronet_LNG_Ltd.	Oil_Gas_&_Consumable_Fuels	PETRONET	EQ	INE347G01014
Phoenix_Mills_Ltd.	Realty	PHOENIXLTD	EQ	INE211B01039
Pidilite_Industries_Ltd.	Chemicals	PIDILITIND	EQ	INE318A01026
Piramal_Enterprises_Ltd.	Financial_Services	PEL	EQ	INE140A01024
Piramal_Pharma_Ltd.	Healthcare	PPLPHARMA	EQ	INE0DK501011
Poly_Medicure_Ltd.	Healthcare	POLYMED	EQ	INE205C01021
Polycab_India_Ltd.	Capital_Goods	POLYCAB	EQ	INE455K01017
Poonawalla_Fincorp_Ltd.	Financial_Services	POONAWALLA	EQ	INE511C01022
Power_Finance_Corporation_Ltd.	Financial_Services	PFC	EQ	INE134E01011
Power_Grid_Corporation_of_India_Ltd.	Power	POWERGRID	EQ	INE752E01010
Praj_Industries_Ltd.	Capital_Goods	PRAJIND	EQ	INE074A01025
Prestige_Estates_Projects_Ltd.	Realty	PRESTIGE	EQ	INE811K01011
Prince_Pipes_and_Fittings_Ltd.	Capital_Goods	PRINCEPIPE	EQ	INE689W01016
Prism_Johnson_Ltd.	Construction_Materials	PRSMJOHNSN	EQ	INE010A01011
Procter_&_Gamble_Hygiene_&_Health_Care_Ltd.	Fast_Moving_Consumer_Goods	PGHH	EQ	INE179A01014
Punjab_National_Bank	Financial_Services	PNB	EQ	INE160A01022
Quess_Corp_Ltd.	Services	QUESS	EQ	INE615P01015
R_R_Kabel_Ltd.	Capital_Goods	RRKABEL	EQ	INE777K01022
RBL_Bank_Ltd.	Financial_Services	RBLBANK	EQ	INE976G01028
REC_Ltd.	Financial_Services	RECLTD	EQ	INE020B01018
RHI_MAGNESITA_INDIA_LTD.	Capital_Goods	RHIM	EQ	INE743M01012
RITES_Ltd.	Construction	RITES	EQ	INE320J01015
Radico_Khaitan_Ltd	Fast_Moving_Consumer_Goods	RADICO	EQ	INE944F01028
Rail_Vikas_Nigam_Ltd.	Construction	RVNL	EQ	INE415G01027
Railtel_Corporation_Of_India_Ltd.	Telecommunication	RAILTEL	EQ	INE0DD101019
Rainbow_Childrens_Medicare_Ltd.	Healthcare	RAINBOW	EQ	INE961O01016
Rajesh_Exports_Ltd.	Consumer_Durables	RAJESHEXPO	EQ	INE343B01030
Ramkrishna_Forgings_Ltd.	Automobile_and_Auto_Components	RKFORGE	EQ	INE399G01023
Rashtriya_Chemicals_&_Fertilizers_Ltd.	Chemicals	RCF	EQ	INE027A01015
Ratnamani_Metals_&_Tubes_Ltd.	Capital_Goods	RATNAMANI	EQ	INE703B01027
RattanIndia_Enterprises_Ltd.	Consumer_Services	RTNINDIA	EQ	INE834M01019
Raymond_Ltd.	Realty	RAYMOND	EQ	INE301A01014
Redington_Ltd.	Services	REDINGTON	EQ	INE891D01026
Reliance_Industries_Ltd.	Oil_Gas_&_Consumable_Fuels	RELIANCE	EQ	INE002A01018
Restaurant_Brands_Asia_Ltd.	Consumer_Services	RBA	EQ	INE07T201019
Route_Mobile_Ltd.	Telecommunication	ROUTE	EQ	INE450U01017
SBFC_Finance_Ltd.	Financial_Services	SBFC	EQ	INE423Y01016
SBI_Cards_and_Payment_Services_Ltd.	Financial_Services	SBICARD	EQ	INE018E01016
SBI_Life_Insurance_Company_Ltd.	Financial_Services	SBILIFE	EQ	INE123W01016
SJVN_Ltd.	Power	SJVN	EQ	INE002L01015
SKF_India_Ltd.	Capital_Goods	SKFINDIA	EQ	INE640A01023
SRF_Ltd.	Chemicals	SRF	EQ	INE647A01010
Safari_Industries_(India)_Ltd.	Consumer_Durables	SAFARI	EQ	INE429E01023
Sammaan_Capital_Ltd.	Financial_Services	SAMMAANCAP	EQ	INE148I01020
Samvardhana_Motherson_International_Ltd.	Automobile_and_Auto_Components	MOTHERSON	EQ	INE775A01035
Sanofi_India_Ltd.	Healthcare	SANOFI	EQ	INE058A01010
Sapphire_Foods_India_Ltd.	Consumer_Services	SAPPHIRE	EQ	INE806T01012
Saregama_India_Ltd	Media_Entertainment_&_Publication	SAREGAMA	EQ	INE979A01025
Schaeffler_India_Ltd.	Automobile_and_Auto_Components	SCHAEFFLER	EQ	INE513A01022
Schneider_Electric_Infrastructure_Ltd.	Capital_Goods	SCHNEIDER	EQ	INE839M01018
Shree_Cement_Ltd.	Construction_Materials	SHREECEM	EQ	INE070A01015
Shree_Renuka_Sugars_Ltd.	Fast_Moving_Consumer_Goods	RENUKA	EQ	INE087H01022
Shriram_Finance_Ltd.	Financial_Services	SHRIRAMFIN	EQ	INE721A01013
Shyam_Metalics_and_Energy_Ltd.	Capital_Goods	SHYAMMETL	EQ	INE810G01011
Siemens_Ltd.	Capital_Goods	SIEMENS	EQ	INE003A01024
Signatureglobal_(India)_Ltd.	Realty	SIGNATURE	EQ	INE903U01023
Sobha_Ltd.	Realty	SOBHA	EQ	INE671H01015
Solar_Industries_India_Ltd.	Chemicals	SOLARINDS	EQ	INE343H01029
Sona_BLW_Precision_Forgings_Ltd.	Automobile_and_Auto_Components	SONACOMS	EQ	INE073K01018
Sonata_Software_Ltd.	Information_Technology	SONATSOFTW	EQ	INE269A01021
Star_Health_and_Allied_Insurance_Company_Ltd.	Financial_Services	STARHEALTH	EQ	INE575P01011
State_Bank_of_India	Financial_Services	SBIN	EQ	INE062A01020
Steel_Authority_of_India_Ltd.	Metals_&_Mining	SAIL	EQ	INE114A01011
Sterling_and_Wilson_Renewable_Energy_Ltd.	Construction	SWSOLAR	EQ	INE00M201021
Sterlite_Technologies_Ltd.	Telecommunication	STLTECH	EQ	INE089C01029
Sumitomo_Chemical_India_Ltd.	Chemicals	SUMICHEM	EQ	INE258G01013
Sun_Pharma_Advanced_Research_Company_Ltd.	Healthcare	SPARC	EQ	INE232I01014
Sun_Pharmaceutical_Industries_Ltd.	Healthcare	SUNPHARMA	EQ	INE044A01036
Sun_TV_Network_Ltd.	Media_Entertainment_&_Publication	SUNTV	EQ	INE424H01027
Sundaram_Finance_Ltd.	Financial_Services	SUNDARMFIN	EQ	INE660A01013
Sundram_Fasteners_Ltd.	Automobile_and_Auto_Components	SUNDRMFAST	EQ	INE387A01021
Sunteck_Realty_Ltd.	Realty	SUNTECK	EQ	INE805D01034
Supreme_Industries_Ltd.	Capital_Goods	SUPREMEIND	EQ	INE195A01028
Suven_Pharmaceuticals_Ltd.	Healthcare	SUVENPHAR	EQ	INE03QK01018
Suzlon_Energy_Ltd.	Capital_Goods	SUZLON	EQ	INE040H01021
Swan_Energy_Ltd.	Diversified	SWANENERGY	EQ	INE665A01038
Syngene_International_Ltd.	Healthcare	SYNGENE	EQ	INE398R01022
Syrma_SGS_Technology_Ltd.	Capital_Goods	SYRMA	EQ	INE0DYJ01015
TV18_Broadcast_Ltd.	Media_Entertainment_&_Publication	TV18BRDCST	EQ	INE886H01027
TVS_Motor_Company_Ltd.	Automobile_and_Auto_Components	TVSMOTOR	EQ	INE494B01023
TVS_Supply_Chain_Solutions_Ltd.	Services	TVSSCS	EQ	INE395N01027
Tamilnad_Mercantile_Bank_Ltd.	Financial_Services	TMB	EQ	INE668A01016
Tanla_Platforms_Ltd.	Information_Technology	TANLA	EQ	INE483C01032
Tata_Chemicals_Ltd.	Chemicals	TATACHEM	EQ	INE092A01019
Tata_Communications_Ltd.	Telecommunication	TATACOMM	EQ	INE151A01013
Tata_Consultancy_Services_Ltd.	Information_Technology	TCS	EQ	INE467B01029
Tata_Consumer_Products_Ltd.	Fast_Moving_Consumer_Goods	TATACONSUM	EQ	INE192A01025
Tata_Elxsi_Ltd.	Information_Technology	TATAELXSI	EQ	INE670A01012
Tata_Investment_Corporation_Ltd.	Financial_Services	TATAINVEST	EQ	INE672A01018
Tata_Motors_Ltd_DVR	Automobile_and_Auto_Components	TATAMTRDVR	EQ	IN9155A01020
Tata_Motors_Ltd.	Automobile_and_Auto_Components	TATAMOTORS	EQ	INE155A01022
Tata_Power_Co._Ltd.	Power	TATAPOWER	EQ	INE245A01021
Tata_Steel_Ltd.	Metals_&_Mining	TATASTEEL	EQ	INE081A01020
Tata_Technologies_Ltd.	Information_Technology	TATATECH	EQ	INE142M01025
Tata_Teleservices_(Maharashtra)_Ltd.	Telecommunication	TTML	EQ	INE517B01013
Tech_Mahindra_Ltd.	Information_Technology	TECHM	EQ	INE669C01036
Tejas_Networks_Ltd.	Telecommunication	TEJASNET	EQ	INE010J01012
The_New_India_Assurance_Company_Ltd.	Financial_Services	NIACL	EQ	INE470Y01017
The_Ramco_Cements_Ltd.	Construction_Materials	RAMCOCEM	EQ	INE331A01037
Thermax_Ltd.	Capital_Goods	THERMAX	EQ	INE152A01029
Timken_India_Ltd.	Capital_Goods	TIMKEN	EQ	INE325A01013
Titagarh_Rail_Systems_Ltd.	Capital_Goods	TITAGARH	EQ	INE615H01020
Titan_Company_Ltd.	Consumer_Durables	TITAN	EQ	INE280A01028
Torrent_Pharmaceuticals_Ltd.	Healthcare	TORNTPHARM	EQ	INE685A01028
Torrent_Power_Ltd.	Power	TORNTPOWER	EQ	INE813H01021
Trent_Ltd.	Consumer_Services	TRENT	EQ	INE849A01020
Trident_Ltd.	Textiles	TRIDENT	EQ	INE064C01022
Triveni_Engineering_&_Industries_Ltd.	Fast_Moving_Consumer_Goods	TRIVENI	EQ	INE256C01024
Triveni_Turbine_Ltd.	Capital_Goods	TRITURBINE	EQ	INE152M01016
Tube_Investments_of_India_Ltd.	Automobile_and_Auto_Components	TIINDIA	EQ	INE974X01010
UCO_Bank	Financial_Services	UCOBANK	EQ	INE691A01018
UNO_Minda_Ltd.	Automobile_and_Auto_Components	UNOMINDA	EQ	INE405E01023
UPL_Ltd.	Chemicals	UPL	EQ	INE628A01036
UTI_Asset_Management_Company_Ltd.	Financial_Services	UTIAMC	EQ	INE094J01016
Ujjivan_Small_Finance_Bank_Ltd.	Financial_Services	UJJIVANSFB	EQ	INE551W01018
UltraTech_Cement_Ltd.	Construction_Materials	ULTRACEMCO	EQ	INE481G01011
Union_Bank_of_India	Financial_Services	UNIONBANK	EQ	INE692A01016
United_Breweries_Ltd.	Fast_Moving_Consumer_Goods	UBL	EQ	INE686F01025
United_Spirits_Ltd.	Fast_Moving_Consumer_Goods	UNITDSPR	EQ	INE854D01024
Usha_Martin_Ltd.	Capital_Goods	USHAMART	EQ	INE228A01035
V-Guard_Industries_Ltd.	Consumer_Durables	VGUARD	EQ	INE951I01027
V.I.P._Industries_Ltd.	Consumer_Durables	VIPIND	EQ	INE054A01027
Vaibhav_Global_Ltd.	Consumer_Durables	VAIBHAVGBL	EQ	INE884A01027
Vardhman_Textiles_Ltd.	Textiles	VTL	EQ	INE825A01020
Varroc_Engineering_Ltd.	Automobile_and_Auto_Components	VARROC	EQ	INE665L01035
Varun_Beverages_Ltd.	Fast_Moving_Consumer_Goods	VBL	EQ	INE200M01021
Vedant_Fashions_Ltd.	Consumer_Services	MANYAVAR	EQ	INE825V01034
Vedanta_Ltd.	Metals_&_Mining	VEDL	EQ	INE205A01025
Vijaya_Diagnostic_Centre_Ltd.	Healthcare	VIJAYA	EQ	INE043W01024
Vodafone_Idea_Ltd.	Telecommunication	IDEA	EQ	INE669E01016
Voltas_Ltd.	Consumer_Durables	VOLTAS	EQ	INE226A01021
Welspun_Corp_Ltd.	Capital_Goods	WELCORP	EQ	INE191B01025
Welspun_Living_Ltd.	Textiles	WELSPUNLIV	EQ	INE192B01031
Westlife_Foodworld_Ltd.	Consumer_Services	WESTLIFE	EQ	INE274F01020
Whirlpool_of_India_Ltd.	Consumer_Durables	WHIRLPOOL	EQ	INE716A01013
Wipro_Ltd.	Information_Technology	WIPRO	EQ	INE075A01022
Yes_Bank_Ltd.	Financial_Services	YESBANK	EQ	INE528G01035
ZF_Commercial_Vehicle_Control_Systems_India_Ltd.	Automobile_and_Auto_Components	ZFCVINDIA	EQ	INE342J01019
Zee_Entertainment_Enterprises_Ltd.	Media_Entertainment_&_Publication	ZEEL	EQ	INE256A01028
Zensar_Technolgies_Ltd.	Information_Technology	ZENSARTECH	EQ	INE520A01027
Zomato_Ltd.	Consumer_Services	ZOMATO	EQ	INE758T01015
Zydus_Lifesciences_Ltd.	Healthcare	ZYDUSLIFE	EQ	INE010B01027
eClerx_Services_Ltd.	Services	ECLERX	EQ	INE738I01010
